COV	[322-322]	322	4
COV	[325-325]	325	7
COV	[326-326]	326	3
COV	[327-327]	327	7
COV	[328-328]	328	3
COV	[329-329]	329	3
COV	[330-330]	330	1
COV	[331-331]	331	4
COV	[332-332]	332	4
COV	[333-333]	333	1
COV	[335-335]	335	3
COV	[336-336]	336	10
COV	[337-337]	337	6
COV	[338-338]	338	22
COV	[339-339]	339	9
COV	[340-340]	340	26
COV	[342-342]	342	1
COV	[344-344]	344	1
COV	[346-346]	346	1
COV	[347-347]	347	3
COV	[348-348]	348	5
COV	[349-349]	349	8
COV	[350-350]	350	4
COV	[351-351]	351	7
COV	[354-354]	354	1
COV	[355-355]	355	3
COV	[356-356]	356	12
COV	[357-357]	357	9
COV	[358-358]	358	1
COV	[359-359]	359	1
COV	[360-360]	360	9
COV	[361-361]	361	7
COV	[362-362]	362	32
COV	[363-363]	363	48
COV	[364-364]	364	21
COV	[365-365]	365	38
COV	[367-367]	367	3
COV	[368-368]	368	11
COV	[369-369]	369	11
COV	[370-370]	370	39
COV	[371-371]	371	23
COV	[373-373]	373	1
COV	[376-376]	376	6
COV	[377-377]	377	8
COV	[378-378]	378	4
COV	[379-379]	379	5
COV	[381-381]	381	3
COV	[382-382]	382	7
COV	[383-383]	383	8
COV	[384-384]	384	10
COV	[385-385]	385	17
COV	[386-386]	386	14
COV	[387-387]	387	56
COV	[388-388]	388	42
COV	[389-389]	389	44
COV	[390-390]	390	2
COV	[391-391]	391	4
COV	[393-393]	393	6
COV	[394-394]	394	1
COV	[395-395]	395	55
COV	[396-396]	396	33
COV	[398-398]	398	3
COV	[402-402]	402	7
COV	[403-403]	403	1
COV	[404-404]	404	1
COV	[405-405]	405	5
COV	[406-406]	406	7
COV	[407-407]	407	6
COV	[408-408]	408	1
COV	[409-409]	409	12
COV	[410-410]	410	26
COV	[411-411]	411	43
COV	[412-412]	412	1
COV	[413-413]	413	9
COV	[414-414]	414	3
COV	[415-415]	415	43
COV	[416-416]	416	15
COV	[417-417]	417	4
COV	[418-418]	418	45
COV	[419-419]	419	96
COV	[420-420]	420	29
COV	[421-421]	421	13
COV	[422-422]	422	11
COV	[423-423]	423	69
COV	[424-424]	424	20
COV	[425-425]	425	10
COV	[426-426]	426	10
COV	[427-427]	427	19
COV	[428-428]	428	25
COV	[429-429]	429	7
COV	[430-430]	430	10
COV	[431-431]	431	17
COV	[432-432]	432	33
COV	[433-433]	433	6
COV	[434-434]	434	7
COV	[435-435]	435	14
COV	[436-436]	436	32
COV	[437-437]	437	42
COV	[438-438]	438	6
COV	[439-439]	439	7
COV	[440-440]	440	38
COV	[441-441]	441	5
COV	[442-442]	442	10
COV	[443-443]	443	24
COV	[444-444]	444	15
COV	[445-445]	445	7
COV	[446-446]	446	12
COV	[447-447]	447	11
COV	[448-448]	448	17
COV	[449-449]	449	48
COV	[450-450]	450	5
COV	[451-451]	451	2
COV	[454-454]	454	1
COV	[455-455]	455	2
COV	[456-456]	456	5
COV	[457-457]	457	2
COV	[458-458]	458	8
COV	[459-459]	459	20
COV	[460-460]	460	8
COV	[461-461]	461	25
COV	[462-462]	462	21
COV	[463-463]	463	73
COV	[464-464]	464	31
COV	[465-465]	465	46
COV	[466-466]	466	1
COV	[467-467]	467	2
COV	[468-468]	468	2
COV	[469-469]	469	26
COV	[470-470]	470	34
COV	[475-475]	475	1
COV	[476-476]	476	1
COV	[478-478]	478	1
COV	[479-479]	479	1
COV	[480-480]	480	8
COV	[481-481]	481	6
COV	[482-482]	482	6
COV	[483-483]	483	4
COV	[484-484]	484	10
COV	[485-485]	485	24
COV	[486-486]	486	38
COV	[487-487]	487	57
COV	[488-488]	488	2
COV	[489-489]	489	5
COV	[490-490]	490	5
COV	[491-491]	491	2
COV	[492-492]	492	8
COV	[493-493]	493	8
COV	[494-494]	494	14
COV	[495-495]	495	15
COV	[496-496]	496	13
COV	[497-497]	497	6
COV	[499-499]	499	4
COV	[500-500]	500	5
COV	[501-501]	501	17
COV	[502-502]	502	33
COV	[503-503]	503	9
COV	[504-504]	504	9
COV	[505-505]	505	14
COV	[506-506]	506	17
COV	[507-507]	507	17
COV	[508-508]	508	17
COV	[512-512]	512	4
COV	[513-513]	513	5
COV	[514-514]	514	17
COV	[515-515]	515	5
COV	[516-516]	516	7
COV	[517-517]	517	12
COV	[518-518]	518	41
COV	[519-519]	519	10
COV	[520-520]	520	2
COV	[521-521]	521	1
COV	[522-522]	522	2
COV	[523-523]	523	2
COV	[524-524]	524	2
COV	[525-525]	525	8
COV	[526-526]	526	2
COV	[527-527]	527	18
COV	[528-528]	528	19
COV	[529-529]	529	3
COV	[530-530]	530	10
COV	[531-531]	531	5
COV	[532-532]	532	5
COV	[533-533]	533	9
COV	[534-534]	534	10
COV	[536-536]	536	6
COV	[537-537]	537	13
COV	[538-538]	538	29
COV	[539-539]	539	3
COV	[540-540]	540	11
COV	[541-541]	541	5
COV	[542-542]	542	29
COV	[543-543]	543	1
COV	[545-545]	545	2
COV	[547-547]	547	3
COV	[548-548]	548	29
COV	[551-551]	551	1
COV	[556-556]	556	2
COV	[557-557]	557	4
COV	[558-558]	558	1
COV	[559-559]	559	2
COV	[560-560]	560	4
COV	[562-562]	562	1
COV	[563-563]	563	4
COV	[564-564]	564	14
COV	[565-565]	565	14
COV	[569-569]	569	1
COV	[575-575]	575	1
COV	[576-576]	576	1
COV	[577-577]	577	1
COV	[578-578]	578	1
COV	[579-579]	579	1
COV	[580-580]	580	1
COV	[581-581]	581	2
COV	[582-582]	582	2
COV	[583-583]	583	9
COV	[584-584]	584	4
COV	[585-585]	585	8
COV	[586-586]	586	18
COV	[595-595]	595	1
COV	[609-609]	609	1
COV	[623-623]	623	2
COV	[625-625]	625	9
COV	[626-626]	626	19
COV	[627-627]	627	28
COV	[676-676]	676	1
COV	[681-681]	681	14
COV	[682-682]	682	2
COV	[685-685]	685	2
COV	[686-686]	686	1
COV	[689-689]	689	3
COV	[692-692]	692	2
COV	[693-693]	693	2
COV	[695-695]	695	1
COV	[696-696]	696	1
COV	[697-697]	697	1
COV	[698-698]	698	1
COV	[699-699]	699	1
COV	[701-701]	701	3
COV	[703-703]	703	2
COV	[704-704]	704	1
COV	[705-705]	705	4
COV	[706-706]	706	2
COV	[707-707]	707	3
COV	[708-708]	708	32
COV	[733-733]	733	1
COV	[739-739]	739	1
COV	[741-741]	741	2
COV	[754-754]	754	1
COV	[758-758]	758	1
COV	[761-761]	761	1
COV	[763-763]	763	26
COV	[764-764]	764	7
COV	[765-765]	765	1
COV	[766-766]	766	2
COV	[767-767]	767	2
COV	[768-768]	768	29
COV	[769-769]	769	19
COV	[770-770]	770	1
COV	[771-771]	771	1
COV	[772-772]	772	1
COV	[774-774]	774	40
COV	[775-775]	775	3
COV	[776-776]	776	31
COV	[780-780]	780	1
COV	[782-782]	782	1
COV	[787-787]	787	4
COV	[789-789]	789	1
COV	[790-790]	790	3
COV	[791-791]	791	2
COV	[792-792]	792	3
COV	[793-793]	793	5
COV	[794-794]	794	3
COV	[795-795]	795	24
COV	[796-796]	796	18
COV	[797-797]	797	1
COV	[798-798]	798	2
COV	[801-801]	801	1
COV	[802-802]	802	2
COV	[807-807]	807	1
COV	[809-809]	809	8
COV	[810-810]	810	33
COV	[813-813]	813	1
COV	[814-814]	814	1
COV	[816-816]	816	1
COV	[818-818]	818	1
COV	[853-853]	853	1
COV	[854-854]	854	1
COV	[855-855]	855	3
COV	[856-856]	856	7
COV	[859-859]	859	1
COV	[861-861]	861	1
COV	[862-862]	862	2
COV	[866-866]	866	2
COV	[867-867]	867	1
COV	[895-895]	895	1
COV	[897-897]	897	1
COV	[901-901]	901	1
COV	[902-902]	902	4
COV	[903-903]	903	1
COV	[904-904]	904	1
COV	[905-905]	905	2
COV	[906-906]	906	11
COV	[907-907]	907	1
COV	[908-908]	908	1
COV	[909-909]	909	2
COV	[910-910]	910	11
COV	[912-912]	912	6
COV	[913-913]	913	2
COV	[914-914]	914	2
COV	[919-919]	919	1
COV	[920-920]	920	1
COV	[921-921]	921	1
COV	[922-922]	922	1
COV	[928-928]	928	1
COV	[932-932]	932	1
COV	[934-934]	934	1
COV	[936-936]	936	1
COV	[1000<]	1000	154
# GC-depth. Use `grep ^GCD | cut -f 2-` to extract this part. The columns are: GC%, unique sequence percentiles, 10th, 25th, 50th, 75th and 90th depth percentile
GCD	0.0	0.236	0.004	0.004	0.004	0.011	0.015
GCD	2.5	0.239	0.019	0.019	0.019	0.019	0.019
GCD	4.0	0.241	0.034	0.034	0.034	0.034	0.034
GCD	5.0	0.244	0.030	0.030	0.030	0.030	0.030
GCD	6.0	0.254	0.023	0.023	0.024	0.029	0.030
GCD	7.0	0.257	0.023	0.023	0.023	0.023	0.023
GCD	8.0	0.267	0.019	0.019	0.021	0.034	0.038
GCD	9.0	0.291	0.011	0.011	0.015	0.024	0.060
GCD	10.0	0.320	0.015	0.015	0.015	0.023	0.035
GCD	11.0	0.336	0.011	0.014	0.019	0.030	0.041
GCD	12.0	0.364	0.011	0.015	0.019	0.034	0.037
GCD	13.0	0.378	0.007	0.009	0.011	0.015	0.015
GCD	14.0	0.399	0.011	0.012	0.021	0.025	0.030
GCD	15.0	0.425	0.008	0.011	0.024	0.038	0.058
GCD	16.0	0.472	0.007	0.011	0.015	0.026	0.042
GCD	17.0	0.524	0.011	0.011	0.019	0.028	0.048
GCD	18.0	0.551	0.007	0.007	0.013	0.023	0.029
GCD	19.0	0.593	0.007	0.015	0.023	0.023	0.057
GCD	20.0	0.624	0.004	0.012	0.017	0.030	0.051
GCD	21.0	0.684	0.007	0.007	0.023	0.041	0.059
GCD	22.0	0.747	0.006	0.008	0.026	0.034	0.049
GCD	23.0	0.802	0.004	0.007	0.011	0.030	0.061
GCD	24.0	0.918	0.006	0.011	0.017	0.034	0.077
GCD	25.0	1.002	0.011	0.019	0.032	0.063	0.075
GCD	26.0	1.138	0.005	0.008	0.017	0.037	0.066
GCD	27.0	1.277	0.004	0.007	0.019	0.039	0.063
GCD	28.0	1.468	0.007	0.015	0.038	0.054	0.079
GCD	29.0	1.707	0.004	0.011	0.023	0.049	0.077
GCD	30.0	2.074	0.004	0.015	0.034	0.060	0.082
GCD	31.0	2.530	0.004	0.015	0.034	0.056	0.079
GCD	32.0	3.068	0.004	0.013	0.038	0.068	0.101
GCD	33.0	3.765	0.007	0.019	0.038	0.068	0.105
GCD	34.0	4.599	0.007	0.019	0.045	0.083	0.120
GCD	35.0	5.611	0.015	0.034	0.056	0.090	0.129
GCD	36.0	6.932	0.007	0.023	0.052	0.094	0.133
GCD	37.0	8.676	0.011	0.030	0.068	0.112	0.154
GCD	38.0	10.792	0.011	0.030	0.071	0.116	0.161
GCD	39.0	13.358	0.011	0.038	0.083	0.131	0.180
GCD	40.0	16.151	0.015	0.045	0.094	0.154	0.218
GCD	41.0	19.234	0.015	0.045	0.094	0.161	0.225
GCD	42.0	22.789	0.019	0.056	0.109	0.184	0.259
GCD	43.0	26.976	0.023	0.060	0.120	0.199	0.274
GCD	44.0	31.321	0.023	0.068	0.131	0.214	0.308
GCD	45.0	35.812	0.041	0.086	0.150	0.233	0.338
GCD	46.0	40.550	0.034	0.086	0.161	0.259	0.364
GCD	47.0	45.405	0.034	0.090	0.171	0.281	0.400
GCD	48.0	50.602	0.045	0.109	0.199	0.300	0.424
GCD	49.0	55.898	0.049	0.109	0.203	0.326	0.461
GCD	50.0	61.068	0.049	0.124	0.221	0.359	0.506
GCD	51.0	66.430	0.055	0.124	0.240	0.382	0.540
GCD	52.0	71.181	0.064	0.135	0.255	0.409	0.585
GCD	53.0	75.716	0.064	0.146	0.281	0.442	0.668
GCD	54.0	79.922	0.068	0.146	0.278	0.461	0.686
GCD	55.0	83.467	0.083	0.176	0.330	0.525	0.795
GCD	56.0	86.893	0.075	0.172	0.330	0.540	0.840
GCD	57.0	89.602	0.075	0.169	0.345	0.581	0.904
GCD	58.0	91.922	0.075	0.176	0.371	0.666	0.979
GCD	59.0	93.826	0.090	0.195	0.398	0.638	1.011
GCD	60.0	95.443	0.083	0.174	0.364	0.690	1.117
GCD	61.0	96.691	0.079	0.169	0.375	0.674	0.987
GCD	62.0	97.541	0.068	0.169	0.358	0.652	1.024
GCD	63.0	98.228	0.058	0.145	0.326	0.567	1.070
GCD	64.0	98.713	0.059	0.129	0.308	0.574	1.074
GCD	65.0	99.088	0.056	0.150	0.296	0.608	1.290
GCD	66.0	99.331	0.016	0.129	0.266	0.433	0.858
GCD	67.0	99.523	0.013	0.086	0.199	0.428	0.721
GCD	68.0	99.630	0.011	0.077	0.191	0.291	0.994
GCD	69.0	99.730	0.011	0.038	0.097	0.220	0.516
GCD	70.0	99.790	0.007	0.060	0.094	0.165	0.299
GCD	71.0	99.832	0.006	0.018	0.079	0.199	2.687
GCD	72.0	99.869	0.028	0.068	0.097	0.152	0.264
GCD	73.0	99.893	0.004	0.038	0.079	0.203	0.416
GCD	74.0	99.916	0.007	0.015	0.041	0.092	0.199
GCD	75.0	99.927	0.004	0.023	0.654	2.490	2.910
GCD	76.0	99.940	0.004	0.024	0.049	0.120	0.154
GCD	77.0	99.958	0.056	0.112	0.360	0.446	0.645
GCD	78.0	99.976	0.011	0.060	0.649	0.885	1.327
GCD	79.0	99.984	0.004	0.004	0.004	0.007	0.007
GCD	80.0	99.992	0.004	0.004	0.007	0.086	0.086
GCD	81.0	99.997	0.026	0.026	0.069	0.112	0.112
GCD	83.0	100.000	0.004	0.004	0.004	0.004	0.004
