COV	[323-323]	323	25
COV	[325-325]	325	9
COV	[326-326]	326	3
COV	[327-327]	327	15
COV	[328-328]	328	25
COV	[329-329]	329	64
COV	[330-330]	330	25
COV	[331-331]	331	7
COV	[332-332]	332	1
COV	[333-333]	333	48
COV	[334-334]	334	11
COV	[335-335]	335	14
COV	[336-336]	336	25
COV	[337-337]	337	15
COV	[338-338]	338	39
COV	[339-339]	339	24
COV	[340-340]	340	74
COV	[341-341]	341	64
COV	[342-342]	342	24
COV	[343-343]	343	52
COV	[344-344]	344	42
COV	[345-345]	345	23
COV	[346-346]	346	30
COV	[347-347]	347	25
COV	[348-348]	348	29
COV	[349-349]	349	39
COV	[350-350]	350	4
COV	[351-351]	351	1
COV	[352-352]	352	18
COV	[353-353]	353	28
COV	[354-354]	354	4
COV	[355-355]	355	4
COV	[356-356]	356	3
COV	[357-357]	357	3
COV	[358-358]	358	10
COV	[359-359]	359	20
COV	[360-360]	360	37
COV	[361-361]	361	34
COV	[362-362]	362	19
COV	[363-363]	363	24
COV	[364-364]	364	5
COV	[365-365]	365	5
COV	[366-366]	366	2
COV	[367-367]	367	2
COV	[368-368]	368	9
COV	[369-369]	369	2
COV	[370-370]	370	6
COV	[371-371]	371	23
COV	[372-372]	372	18
COV	[373-373]	373	60
COV	[374-374]	374	62
COV	[375-375]	375	14
COV	[377-377]	377	2
COV	[378-378]	378	9
COV	[379-379]	379	11
COV	[380-380]	380	20
COV	[381-381]	381	4
COV	[382-382]	382	35
COV	[383-383]	383	12
COV	[384-384]	384	8
COV	[385-385]	385	7
COV	[386-386]	386	15
COV	[387-387]	387	12
COV	[388-388]	388	22
COV	[389-389]	389	38
COV	[390-390]	390	35
COV	[391-391]	391	46
COV	[392-392]	392	7
COV	[393-393]	393	32
COV	[394-394]	394	16
COV	[395-395]	395	7
COV	[396-396]	396	48
COV	[397-397]	397	52
COV	[398-398]	398	12
COV	[399-399]	399	8
COV	[410-410]	410	6
COV	[415-415]	415	9
COV	[416-416]	416	2
COV	[417-417]	417	3
COV	[418-418]	418	21
COV	[419-419]	419	40
COV	[420-420]	420	10
COV	[421-421]	421	1
COV	[423-423]	423	7
COV	[424-424]	424	4
COV	[425-425]	425	2
COV	[426-426]	426	5
COV	[427-427]	427	14
COV	[428-428]	428	4
COV	[429-429]	429	34
COV	[430-430]	430	33
COV	[431-431]	431	13
COV	[432-432]	432	40
COV	[434-434]	434	5
COV	[435-435]	435	14
COV	[436-436]	436	11
COV	[437-437]	437	11
COV	[438-438]	438	31
COV	[439-439]	439	11
COV	[440-440]	440	1
COV	[442-442]	442	17
COV	[443-443]	443	6
COV	[444-444]	444	9
COV	[445-445]	445	25
COV	[446-446]	446	31
COV	[447-447]	447	6
COV	[448-448]	448	40
COV	[449-449]	449	10
COV	[450-450]	450	11
COV	[451-451]	451	8
COV	[452-452]	452	40
COV	[453-453]	453	61
COV	[454-454]	454	3
COV	[457-457]	457	1
COV	[458-458]	458	3
COV	[460-460]	460	2
COV	[461-461]	461	1
COV	[462-462]	462	3
COV	[463-463]	463	1
COV	[464-464]	464	1
COV	[466-466]	466	1
COV	[469-469]	469	1
COV	[470-470]	470	3
COV	[471-471]	471	3
COV	[472-472]	472	2
COV	[473-473]	473	2
COV	[474-474]	474	10
COV	[475-475]	475	7
COV	[476-476]	476	34
COV	[477-477]	477	8
COV	[478-478]	478	13
COV	[479-479]	479	21
COV	[480-480]	480	9
COV	[481-481]	481	8
COV	[482-482]	482	24
COV	[483-483]	483	21
COV	[484-484]	484	2
COV	[485-485]	485	5
COV	[486-486]	486	28
COV	[487-487]	487	3
COV	[488-488]	488	1
COV	[489-489]	489	3
COV	[490-490]	490	31
COV	[491-491]	491	5
COV	[492-492]	492	4
COV	[493-493]	493	3
COV	[494-494]	494	6
COV	[495-495]	495	7
COV	[496-496]	496	3
COV	[497-497]	497	8
COV	[498-498]	498	6
COV	[499-499]	499	2
COV	[500-500]	500	6
COV	[501-501]	501	7
COV	[502-502]	502	5
COV	[503-503]	503	14
COV	[504-504]	504	10
COV	[505-505]	505	32
COV	[506-506]	506	14
COV	[507-507]	507	46
COV	[508-508]	508	15
COV	[513-513]	513	2
COV	[516-516]	516	1
COV	[517-517]	517	1
COV	[518-518]	518	2
COV	[519-519]	519	3
COV	[524-524]	524	1
COV	[527-527]	527	2
COV	[528-528]	528	2
COV	[529-529]	529	5
COV	[530-530]	530	32
COV	[534-534]	534	3
COV	[539-539]	539	3
COV	[540-540]	540	1
COV	[547-547]	547	1
COV	[548-548]	548	1
COV	[550-550]	550	1
COV	[551-551]	551	5
COV	[552-552]	552	4
COV	[553-553]	553	47
COV	[554-554]	554	52
COV	[555-555]	555	5
COV	[556-556]	556	15
COV	[557-557]	557	30
COV	[558-558]	558	12
COV	[559-559]	559	6
COV	[560-560]	560	4
COV	[561-561]	561	34
COV	[570-570]	570	1
COV	[574-574]	574	4
COV	[576-576]	576	1
COV	[577-577]	577	6
COV	[578-578]	578	13
COV	[579-579]	579	11
COV	[580-580]	580	26
COV	[592-592]	592	3
COV	[597-597]	597	1
COV	[599-599]	599	2
COV	[600-600]	600	2
COV	[601-601]	601	6
COV	[602-602]	602	1
COV	[603-603]	603	3
COV	[605-605]	605	3
COV	[606-606]	606	7
COV	[607-607]	607	5
COV	[608-608]	608	10
COV	[609-609]	609	17
COV	[610-610]	610	15
COV	[620-620]	620	2
COV	[622-622]	622	5
COV	[623-623]	623	13
COV	[624-624]	624	15
COV	[625-625]	625	1
COV	[626-626]	626	2
COV	[627-627]	627	1
COV	[628-628]	628	2
COV	[629-629]	629	8
COV	[630-630]	630	18
COV	[689-689]	689	6
COV	[690-690]	690	5
COV	[694-694]	694	1
COV	[699-699]	699	1
COV	[700-700]	700	3
COV	[758-758]	758	3
COV	[759-759]	759	1
COV	[760-760]	760	1
COV	[761-761]	761	8
COV	[762-762]	762	7
COV	[763-763]	763	13
COV	[764-764]	764	5
COV	[765-765]	765	1
COV	[766-766]	766	6
COV	[767-767]	767	1
COV	[811-811]	811	6
COV	[812-812]	812	24
COV	[813-813]	813	2
COV	[851-851]	851	4
COV	[872-872]	872	4
COV	[889-889]	889	1
COV	[893-893]	893	2
COV	[894-894]	894	1
COV	[946-946]	946	1
COV	[951-951]	951	1
COV	[952-952]	952	3
COV	[953-953]	953	2
COV	[954-954]	954	8
COV	[955-955]	955	28
COV	[1000<]	1000	41
# GC-depth. Use `grep ^GCD | cut -f 2-` to extract this part. The columns are: GC%, unique sequence percentiles, 10th, 25th, 50th, 75th and 90th depth percentile
GCD	0.0	0.229	0.004	0.004	0.004	0.007	0.015
GCD	5.0	0.239	0.026	0.027	0.034	0.040	0.041
GCD	5.3	0.242	0.041	0.041	0.041	0.041	0.041
GCD	6.0	0.250	0.019	0.019	0.019	0.023	0.023
GCD	7.0	0.260	0.023	0.023	0.024	0.026	0.026
GCD	8.0	0.263	0.023	0.023	0.023	0.023	0.023
GCD	9.0	0.276	0.015	0.015	0.019	0.023	0.023
GCD	10.0	0.297	0.011	0.015	0.015	0.022	0.023
GCD	11.0	0.305	0.011	0.011	0.019	0.038	0.038
GCD	12.0	0.331	0.015	0.015	0.019	0.030	0.030
GCD	13.0	0.352	0.011	0.011	0.015	0.029	0.034
GCD	14.0	0.386	0.010	0.015	0.019	0.038	0.065
GCD	15.0	0.421	0.009	0.013	0.026	0.036	0.073
GCD	16.0	0.447	0.008	0.017	0.023	0.038	0.059
GCD	17.0	0.486	0.007	0.011	0.011	0.026	0.055
GCD	18.0	0.536	0.007	0.007	0.019	0.023	0.030
GCD	19.0	0.584	0.007	0.010	0.019	0.038	0.055
GCD	20.0	0.628	0.007	0.013	0.019	0.026	0.046
GCD	21.0	0.689	0.007	0.011	0.026	0.030	0.089
GCD	22.0	0.747	0.007	0.015	0.019	0.031	0.040
GCD	23.0	0.823	0.004	0.011	0.034	0.049	0.060
GCD	24.0	0.904	0.007	0.007	0.019	0.038	0.066
GCD	25.0	0.962	0.005	0.017	0.036	0.045	0.056
GCD	26.0	1.073	0.007	0.018	0.030	0.054	0.093
GCD	27.0	1.233	0.007	0.015	0.030	0.041	0.091
GCD	28.0	1.420	0.004	0.011	0.030	0.052	0.067
GCD	29.0	1.711	0.007	0.015	0.030	0.052	0.079
GCD	30.0	2.003	0.004	0.015	0.038	0.056	0.097
GCD	31.0	2.416	0.004	0.015	0.034	0.060	0.097
GCD	32.0	2.868	0.004	0.019	0.041	0.068	0.096
GCD	33.0	3.557	0.007	0.018	0.041	0.071	0.105
GCD	34.0	4.464	0.007	0.023	0.056	0.086	0.118
GCD	35.0	5.415	0.019	0.034	0.064	0.098	0.135
GCD	36.0	6.848	0.007	0.023	0.056	0.094	0.142
GCD	37.0	8.473	0.007	0.030	0.068	0.112	0.161
GCD	38.0	10.584	0.009	0.034	0.071	0.120	0.169
GCD	39.0	13.049	0.011	0.038	0.083	0.131	0.191
GCD	40.0	15.868	0.015	0.049	0.097	0.150	0.221
GCD	41.0	19.156	0.015	0.049	0.097	0.165	0.232
GCD	42.0	22.792	0.019	0.056	0.109	0.188	0.259
GCD	43.0	26.819	0.023	0.064	0.127	0.206	0.285
GCD	44.0	31.309	0.026	0.075	0.137	0.221	0.308
GCD	45.0	35.747	0.041	0.086	0.154	0.244	0.326
GCD	46.0	40.602	0.030	0.090	0.161	0.262	0.356
GCD	47.0	45.597	0.041	0.094	0.180	0.289	0.394
GCD	48.0	50.791	0.045	0.109	0.199	0.314	0.439
GCD	49.0	56.030	0.049	0.109	0.210	0.338	0.488
GCD	50.0	61.170	0.052	0.124	0.225	0.364	0.512
GCD	51.0	66.383	0.056	0.135	0.248	0.394	0.555
GCD	52.0	71.291	0.068	0.142	0.251	0.424	0.586
GCD	53.0	75.925	0.068	0.150	0.278	0.442	0.655
GCD	54.0	80.034	0.071	0.154	0.292	0.476	0.697
GCD	55.0	83.612	0.090	0.180	0.330	0.548	0.788
GCD	56.0	86.974	0.083	0.169	0.334	0.570	0.844
GCD	57.0	89.682	0.083	0.180	0.360	0.604	0.945
GCD	58.0	92.103	0.112	0.221	0.401	0.684	1.006
GCD	59.0	94.069	0.071	0.172	0.390	0.649	1.092
GCD	60.0	95.576	0.083	0.165	0.390	0.679	1.078
GCD	61.0	96.777	0.064	0.167	0.341	0.669	1.041
GCD	62.0	97.676	0.075	0.176	0.341	0.648	0.966
GCD	63.0	98.323	0.052	0.157	0.345	0.623	1.032
GCD	64.0	98.804	0.052	0.131	0.360	0.679	1.121
GCD	65.0	99.077	0.090	0.184	0.300	0.615	1.365
GCD	66.0	99.311	0.060	0.139	0.248	0.542	1.418
GCD	67.0	99.490	0.045	0.094	0.216	0.475	1.596
GCD	68.0	99.629	0.016	0.088	0.150	0.246	0.427
GCD	69.0	99.719	0.006	0.063	0.142	0.275	0.435
GCD	70.0	99.779	0.005	0.019	0.180	0.300	0.814
GCD	71.0	99.845	0.006	0.015	0.060	0.099	0.281
GCD	72.0	99.887	0.006	0.011	0.049	0.160	0.426
GCD	73.0	99.900	0.026	0.034	0.052	0.126	0.150
GCD	74.0	99.919	0.004	0.011	0.030	0.109	2.175
GCD	75.0	99.937	0.004	0.015	0.034	0.131	0.161
GCD	76.0	99.953	0.004	0.004	0.017	0.150	0.262
GCD	77.0	99.966	0.007	0.015	0.034	0.587	1.084
GCD	78.0	99.982	0.038	0.080	0.229	0.361	0.566
GCD	79.0	99.989	0.004	0.004	0.038	0.904	0.904
GCD	80.0	99.997	0.004	0.004	0.004	0.007	0.007
GCD	84.0	100.000	0.049	0.049	0.049	0.049	0.049
