GCD	12.0	0.271	0.011	0.011	0.011	0.015	0.015
GCD	13.0	0.274	0.011	0.011	0.011	0.011	0.011
GCD	14.0	0.282	0.011	0.011	0.011	0.011	0.011
GCD	15.0	0.288	0.011	0.011	0.013	0.015	0.015
GCD	16.0	0.296	0.007	0.007	0.007	0.007	0.007
GCD	17.0	0.313	0.007	0.007	0.009	0.011	0.011
GCD	18.0	0.340	0.007	0.007	0.007	0.011	0.021
GCD	19.0	0.356	0.007	0.007	0.007	0.017	0.022
GCD	20.0	0.370	0.007	0.007	0.011	0.015	0.019
GCD	21.0	0.409	0.007	0.007	0.009	0.016	0.033
GCD	22.0	0.433	0.004	0.006	0.007	0.017	0.048
GCD	23.0	0.472	0.004	0.007	0.007	0.011	0.028
GCD	24.0	0.521	0.004	0.004	0.007	0.015	0.020
GCD	25.0	0.562	0.007	0.011	0.019	0.026	0.053
GCD	26.0	0.611	0.004	0.010	0.015	0.027	0.051
GCD	27.0	0.691	0.004	0.006	0.011	0.022	0.033
GCD	28.0	0.831	0.004	0.007	0.019	0.030	0.041
GCD	29.0	1.031	0.004	0.007	0.015	0.030	0.043
GCD	30.0	1.234	0.004	0.011	0.019	0.033	0.048
GCD	31.0	1.574	0.004	0.007	0.019	0.037	0.052
GCD	32.0	1.949	0.004	0.007	0.019	0.033	0.049
GCD	33.0	2.468	0.004	0.011	0.022	0.041	0.063
GCD	34.0	3.255	0.004	0.015	0.026	0.044	0.067
GCD	35.0	4.033	0.015	0.022	0.037	0.052	0.074
GCD	36.0	5.303	0.007	0.015	0.033	0.052	0.078
GCD	37.0	6.734	0.007	0.015	0.037	0.063	0.085
GCD	38.0	8.516	0.007	0.019	0.041	0.070	0.100
GCD	39.0	10.770	0.007	0.022	0.048	0.074	0.104
GCD	40.0	13.323	0.011	0.026	0.052	0.081	0.111
GCD	41.0	16.292	0.011	0.026	0.056	0.089	0.126
GCD	42.0	19.709	0.014	0.033	0.063	0.104	0.144
GCD	43.0	23.490	0.015	0.037	0.070	0.107	0.152
GCD	44.0	27.701	0.015	0.037	0.078	0.118	0.167
GCD	45.0	31.573	0.026	0.052	0.085	0.133	0.181
GCD	46.0	36.330	0.019	0.044	0.085	0.137	0.189
GCD	47.0	41.315	0.019	0.052	0.096	0.155	0.211
GCD	48.0	46.207	0.026	0.059	0.104	0.163	0.222
GCD	49.0	51.419	0.030	0.063	0.111	0.174	0.252
GCD	50.0	56.741	0.033	0.067	0.126	0.192	0.277
GCD	51.0	61.975	0.033	0.074	0.126	0.202	0.281
GCD	52.0	66.809	0.037	0.078	0.141	0.218	0.311
GCD	53.0	71.594	0.044	0.089	0.152	0.237	0.359
GCD	54.0	76.055	0.044	0.085	0.159	0.252	0.359
GCD	55.0	80.058	0.048	0.096	0.174	0.274	0.392
GCD	56.0	83.666	0.037	0.089	0.174	0.296	0.438
GCD	57.0	86.790	0.048	0.104	0.192	0.318	0.481
GCD	58.0	89.518	0.044	0.100	0.200	0.348	0.533
GCD	59.0	91.917	0.048	0.104	0.204	0.352	0.516
GCD	60.0	93.905	0.041	0.096	0.204	0.359	0.553
GCD	61.0	95.328	0.044	0.100	0.204	0.352	0.548
GCD	62.0	96.526	0.030	0.091	0.196	0.335	0.572
GCD	63.0	97.516	0.038	0.093	0.204	0.357	0.599
GCD	64.0	98.207	0.030	0.078	0.196	0.349	0.565
GCD	65.0	98.692	0.037	0.089	0.192	0.389	0.613
GCD	66.0	99.054	0.016	0.053	0.139	0.308	0.475
GCD	67.0	99.320	0.025	0.067	0.159	0.309	0.864
GCD	68.0	99.504	0.019	0.052	0.115	0.237	0.823
GCD	69.0	99.652	0.015	0.048	0.089	0.190	0.422
GCD	70.0	99.740	0.005	0.019	0.056	0.092	0.196
GCD	71.0	99.822	0.007	0.018	0.044	0.117	0.328
GCD	72.0	99.852	0.004	0.004	0.044	0.059	0.078
GCD	73.0	99.888	0.004	0.017	0.041	0.061	0.163
GCD	74.0	99.912	0.004	0.019	0.048	0.170	0.755
GCD	75.0	99.929	0.011	0.028	0.052	0.066	0.085
GCD	76.0	99.948	0.004	0.030	0.052	0.070	0.466
GCD	77.0	99.959	0.007	0.010	0.031	0.272	0.348
GCD	78.0	99.981	0.004	0.009	0.148	0.463	0.607
GCD	79.0	99.992	0.004	0.005	0.056	0.231	0.274
GCD	80.0	99.995	0.004	0.004	0.004	0.004	0.004
GCD	82.0	99.997	0.011	0.011	0.011	0.011	0.011
GCD	83.0	100.000	0.074	0.074	0.074	0.074	0.074
